# GridTwin ZA - DFFE environmental authorisations for renewable projects
# CC BY 4.0 - attribution required. gridtwinza.org
# source fingerprint: gtza-7f4d8068c08bbb07
# NOTE: PERMITS, NOT COMMISSIONING. An authorisation is not a built plant and not a
# grid connection. Permitted capacity exceeds built capacity by roughly ten times.
# Use for LOCATION and intent; use operational_renewable_capacity.csv for what exists.
name,province,technology,mw,status,decided,lat,lng
"The Construction Of 19mw Hertzogville Solar Energy Facility On Albert Farm, Free State Pro",Free State,Solar PV,19.0,Approved,2012-10-08,-28.23395,25.57259
"Proposed Coega Wind Farm and Substation expansion , Eastern Cape Province",Eastern Cape,Wind,210.0,In process,2019-12-19,-33.73792,25.60207
DEA/EIA/0000921/2012,Northern Cape,Solar PV,19.0,Lapsed,2013-12-10,-28.5256,21.05555
"Proposed 19MW photovoltaic (PV) Plant on farm 198, Kimberly RD, Northern Cape Province",Northern Cape,Solar PV,19.0,Approved,2013-01-23,-28.39836,24.80759
"Proposed RUSTMO3 PV plant, North West Province",North West,Solar PV,5.0,Approved,2019-12-19,-25.74259,27.40926
"Proposed RUSTMO4 PV plant, North West Province",North West,Solar PV,5.0,In process,2019-12-19,-25.74999,27.41915
Proposed construction of 10MW solar farm to be established on portion 121 Mapochs ground J,Limpopo,Solar PV,10.0,Lapsed,2013-12-06,-25.24876,29.85763
"Proposed Olam Energy Project 10 on the remaing extent of the farm boschkop 202, Free State",Free State,Solar PV,8.0,Approved,2019-12-19,-29.06782,24.79823
Proposed Forzando North Coal Mine photovoltaic solar fascility in  Emalahleni Local Munici,Mpumalanga,Solar PV,9.5,Approved,2013-01-22,-26.26351,29.53104
"Proposed Mulilo PV Solar Energy facility near Copperton Mine, Northern Cape Province",Northern Cape,Solar PV,10.0,Approved,2014-12-12,-28.60723,20.26506
The proposed Mulilo photovoltaic solar energy plant Copperton Mine in the Northren Cape Pr,Northern Cape,Solar PV,20.0,Approved,2013-11-12,-29.95927,22.29658
"Proposed Solaire Direct Glen Thorne Solar PV Facility 10MW near Bloemfoontein, Mangaung Lo",Free State,Solar PV,10.0,Approved,2019-12-19,-28.94475,26.30168
"The Proposed Ongoye Forest Development, Umlalazi Local Municipality,  Uthungulu District, ",Kwazulu Natal,Solar PV,0.0,Approved,2013-07-10,-28.84151,31.70517
"The Proposed Pv Solar Power Plant In Farm Melkvlei, Just North Of Barkly West, Northern Ca",Northern Cape,Solar PV,18.0,Approved,2012-08-07,-28.43407,24.37341
"The Proposed Pv Solar Power Plant In Farm Melkvlei, Just North Of Barkly West, Northern Ca",Northern Cape,Solar PV,0.0,Approved,2015-10-06,-28.40862,24.405
The Construction Of The 20mw Ruimte Photovoltaic Power Facility And Associated Infrastruct,Free State,Solar PV,20.0,Approved,2013-01-21,-29.30594,24.99957
The Construction Of The 20mw Ruimte Photovoltaic Power Facility And Associated Infrastruct,Free State,Solar PV,0.0,Approved,2015-11-11,-29.30594,24.99957
The Construction Of The 20mw Ruimte Photovoltaic Power Facility And Associated Infrastruct,Free State,Solar PV,0.0,Approved,2018-02-02,-29.30594,24.99957
"Proposed Solaire Direct Reddersburg Solar Photovoltaic fascility 10MW , Kopanong Local Mun",Free State,Solar PV,10.0,Approved,2012-07-09,-29.63564,26.17232
The Establishment Of 10mw Photovoltaic Solar Energy Facility On The Remainder Of Gotzkesru,Free State,Solar PV,0.0,Approved,2015-10-21,-29.63564,26.17232
The Establishment Of 10mw Photovoltaic Solar Energy Facility On The Remainder Of Gotzkesru,Free State,Solar PV,0.0,Approved,2015-10-27,-29.63564,26.17232
The Establishment Of 10MW Photovoltaic Solar Energy Facility On the Remainder Of Gotzkesru,Free State,Solar PV,0.0,Approved,2017-05-15,-29.63564,26.17232
"The proposed Roma  Solar Energy near Danielskuil, Kgatelopele Local Municipality, Northern",Limpopo,Solar PV,10.0,Approved,2012-01-21,-23.55352,28.21024
"Construction of the Roma Energy Mount Roper Solar Plant on the Farm Moutn Roper 321, Kurum",Northern Cape,Solar PV,10.0,Approved,2013-06-11,-27.4195,23.29632
"The Proposed Construction Of Keren Energy Whitebank Solar Plant On Farm Whitebank 379, Kur",Northern Cape,Solar PV,10.0,Approved,2012-08-24,-27.43092,23.28668
Proposed construction and operation of the Genoegsaam  PV power plant in the Eastern Cape ,Eastern Cape,Solar PV,20.0,Approved,2012-11-16,-31.77761,25.30618
"Proposed construction and operation of the Genoegsaam solar photovoltaic power planr, East",Eastern Cape,Solar PV,0.0,Approved,2017-10-04,-31.778,25.30546
The 10mw Graspan Photovoltaic (Pv) Power Facility On The Remaining Extent Of Farm Graspan ,Northern Cape,Solar PV,10.0,Approved,2012-08-22,-29.34974,24.41783
The 10mw Graspan Photovoltaic (Pv) Power Facility On The Remaining Extent Of Farm Graspan ,Northern Cape,Solar PV,0.0,Approved,2015-08-17,-29.34962,24.41759
The construction of the 10MW Graspan Photovoltaic (PV) Power Facility on the remaining ext,Northern Cape,Solar PV,0.0,Approved,2017-05-23,-29.34962,24.41759
Proposed Wildebeest Karoo PV Solar Power Plant on the Remainder of farm Wildebeestt Vlakte,Northern Cape,Solar PV,12.0,Approved,2012-08-06,-31.26125,23.43694
The proposed development of PV power plant 15MW at Kwartespan near Douglas in the Northern,Northern Cape,Solar PV,15.0,Approved,2013-03-22,-29.36078,23.33568
"Proposed Kgabalatsane PV2 solar facility near Brits, Madibeng Local Municipality, North We",North West,Solar PV,10.0,Approved,2012-09-07,-25.54709,27.964
"Propopsed Kgabalatsane Solar PV 1 facility near Brits, Madibeng Local Munipality, North We",North West,Solar PV,10.0,Approved,2012-09-07,-25.54709,27.964
"Proposed Installation of new 15MW back pressure turbo alternator at Komati Mill, near Male",Mpumalanga,Petroleum,15.0,Approved,2013-07-14,-25.60672,31.86108
The Proposed 62mw Green Energy Power Project (Gepp) At Ngodwana Mill Within Mbombela Local,Mpumalanga,Solar PV,0.0,Approved,2019-12-19,-25.58264,30.6533
The Proposed 62mw Green Energy Power Project (Gepp) At Ngodwana Mill Within Mbombela Local,Mpumalanga,Biomass_Biofuels,0.0,Approved,2014-10-09,-25.58264,30.6533
The Proposed 62mw Green Energy Power Project (Gepp) At Ngodwana Mill Within Mbombela Local,Mpumalanga,Biomass_Biofuels,0.0,Approved,2015-07-13,-25.58264,30.6533
"Proposed GI Renewable IPP, MatauPV, Moses Kotane Local Municipality, North West Province",North West,Solar PV,15.0,In process,2019-12-19,-25.25266,26.68796
"Proposed construction of the Solar PV facility, in Logagane, within the Ratlou Local Munic",North West,Solar PV,15.0,In process,2019-12-19,-25.77339,24.97831
The Proposed 10mw Photovoltaic Solar Energy Facility On The Farm Kunana Location 4 Iq Near,North West,Solar PV,10.0,Approved,2013-01-25,-26.37091,25.39739
The Proposed Construction Of A 19.5mw Photovoltaic Solar Facility And Its Associated Infra,Northern Cape,Solar PV,20.0,Approved,2013-01-25,-28.47808,24.79883
"The Proposed PV Plant on Farm Waterloo No. 992, Registration Division, North West Province",North West,Solar PV,0.0,Approved,2013-03-20,-27.02198,24.78364
Proposed development of a 19.5 MW photovoltaic solar Plant and associated infrastructure o,North West,Solar PV,20.0,Approved,2012-11-11,-26.69044,25.4382
The Proposed Construction Of A 132kv Power Line Associated With The 75mw Concentrating Pho,Northern Cape,Solar - CSP and Solar PV,75.0,Approved,2013-06-21,-28.57337,24.69275
Proposed Construction of the O'Kiep (15MW) Photovoltaic solar energy facility on the remai,Northern Cape,Solar PV,15.0,Approved,2013-06-20,-29.57886,17.88206
The Construction Of 19 Mw Photovoltaic Solar Energy Facility On Portion 1 And 3 Of The Far,Northern Cape,Solar PV,20.0,Approved,2012-10-10,-29.62868,17.99028
"Proposed Baduflash solar project, Khara Hais Municipality, Northern Cape Province",Northern Cape,Solar PV,20.0,In process,2013-01-02,-31.28728,24.93095
The Construction Of 11 Mw Tollie Solar Energy Facility On The Remaining Extent Of Portion ,Northern Cape,Solar PV,0.0,Approved,2015-11-11,-31.28774,24.93218
"Proposed Dida Solar Energy installation on a site near Noupoort, Northern Cape Province",Northern Cape,Solar PV,20.0,Approved,2013-01-21,-30.95595,25.06672
The Construction Of 11 Mw Tollie Solar Energy Facility On The Remaining Extent Of Portion ,Northern Cape,Solar PV,0.0,Approved,2015-11-11,-30.95595,25.06672
"Proposed aggenys solar project on portion 6, a portion of portion 6, Zuurwater (within por",Northern Cape,Solar PV,20.0,Approved,2013-01-21,-30.9524,25.02481
The Construction Of Amandla Welanga Photovoltaic Solar Energy Facilty On The Remaining Ext,Northern Cape,Solar PV,0.0,Approved,2015-11-11,-30.9524,25.02481
"The Proposed Ground Mounted Photovoltaic Solar Farm On Erf 1275 Known As Glebe, Outside Ad",Eastern Cape,Solar PV,15.0,Approved,2012-08-20,-32.75739,27.11814
Proposed Inkululeko solar energy facility near Noupoort,Northern Cape,Solar PV,20.0,In process,2013-01-21,-31.15386,24.95364
The Construction Of Kenhardt 132 Kv Transmission Line For The Kenhardt Photovoltaic Power ,Northern Cape,Solar PV,0.0,Approved,2012-10-10,-29.51078,20.78226
"The Photovoltaic Solar Facility Near Loriesfontein Within Namakwa District Municipality, N",Northern Cape,Solar PV,22.0,Approved,2012-10-29,-30.50966,19.52613
The Construction 66 Kv Transmission Line For The Photovoltaic Solar Facility Near Aggeneys,Northern Cape,Solar PV,66.0,Approved,2012-10-29,-29.25664,18.84378
The Proposed Construction Of A 10mw Solar Energy Facility On Portion 4 Of The Farm Bronkho,Free State,Solar PV,10.0,Approved,2013-08-05,-28.25102,27.36185
Proposed construction and establishment of a photovoltaic generation solar power plant on ,Western Cape,Solar PV,0.0,Refused,2019-12-19,-33.58931,18.61483
The proposed Allday photovoltaic solar fascility/ concerntrate photovoltaic solar energy f,Limpopo,Solar PV,0.0,Approved,2015-01-16,-22.47619,29.32796
The proposed Allday photovoltaic solar fascility/ concerntrate photovoltaic solar energy f,Limpopo,Solar PV,0.0,Approved,2015-08-17,-22.47619,29.32796
Proposed Alldays solar facility photovoltaic/ concertrated photovoltaic solar energy facil,Limpopo,Solar PV,0.0,Approved,2017-08-01,-22.47619,29.32796
The Proposed Aberdeen  Pv/Cpv  Solar Energy Facility (Up To 20mw) On Portion 1 Of The Farm,Eastern Cape,Solar PV,0.0,Approved,2013-07-02,-32.58925,23.91933
The Proposed Aberdeen  Pv/Cpv  Solar Energy Facility (Up To 20mw) On Portion 1 Of The Farm,Eastern Cape,Solar PV,0.0,Approved,2014-12-22,-32.58558,23.92299
The Proposed Aberdeen  Pv/Cpv  Solar Energy Facility (Up To 20mw) On Portion 1 Of The Farm,Eastern Cape,Solar PV,0.0,Approved,2015-09-04,-32.58558,23.92299
The Proposed Aberdeen  Pv/Cpv  Solar Energy Facility (Up To 20mw) On Portion 1 Of The Farm,Eastern Cape,Solar PV,0.0,Approved,2016-04-28,-32.58558,23.92299
The Proposed Construction Of Inkululeko Photovoltaic Solar Energy Facilty On The Portion 2,Northern Cape,Solar PV,20.0,Approved,2013-01-21,-31.15386,24.95364
The Proposed Construction Of Inkululeko Photovoltaic Solar Energy Facilty On The Portion 2,Northern Cape,Solar PV,0.0,Approved,2015-11-11,-31.15386,24.95364
The Kokerboom Photovoltaic Solar Power Facility On A Site South Of Springbok Within The Na,Northern Cape,Solar PV,10.0,Approved,2013-01-25,-29.76082,17.8719
The Establishment Of 10mw Baobab Photovoltaic Solar Energy Facility On The Farms Mesklip 1,Northern Cape,Solar PV,10.0,Approved,2012-11-16,-29.93456,17.91262
The Establishment Of Davidskraal Karoo Photovoltaic Solar Energy Facility On The Farm Davi,Northern Cape,Solar PV,12.0,Approved,2012-08-27,-30.77784,23.08258
Proposed Construction Of A 15mw Ground Mounted Photovoltaic Solar Facility And Its Associa,Free State,Solar PV,15.0,Approved,2013-07-17,-29.03883,26.17874
The Proposed Kwadukuza Renewable Energy Project Kwa-Zulu Natal Province,Kwazulu Natal,Solar PV,6.0,Approved,2015-06-12,-29.30866,31.32802
Proposed construction of a 3MW PV solar power facility on Farm Villa Liza No. 675IR in Map,Gauteng,Solar PV,3.0,Approved,2013-06-26,-26.34053,28.25389
"Proposed Southern Cross Solar Enegry Facility, Northern Cape Province",Northern Cape,Solar PV,20.0,In process,2019-12-19,-28.52728,19.76062
"Proposed Tutwa Solar Enegry Facility, Northern Cape Province",Northern Cape,Solar PV,20.0,In process,2019-12-19,-28.51072,19.82344
12MW Sannasos Phase 2 PV solar Project,Free State,Solar PV,12.0,Approved,2013-03-28,-29.19464,26.58158
12MW Sannasos Phase 2 PV solar Project,Free State,Solar PV,0.0,Approved,2015-11-27,-29.19464,26.58158
"Mkuze Biomass Power Plant, KwaZulu Natal Province",Kwazulu Natal,Biomass_Biofuels,16.0,Approved,2013-03-20,-27.62616,32.00985
"Mkuze Biomass Power Plant, KwaZulu Natal Province",Kwazulu Natal,Biomass_Biofuels,0.0,Approved,2019-12-19,-27.62616,32.00985
"The 2.2 Karino Hydropower facility, utilising water from the Crocodile river, East of Nels",Mpumalanga,Hydro,2.0,Approved,2013-10-31,-25.48231,31.145
"The 2.2 Karino Hydropower facility, utilising water from the Crocodile river, East of Nels",Mpumalanga,Hydro,0.0,Approved,2016-06-07,-25.48231,31.145
The Proposed Development Of A Photo Voltaic Solar Electricity Generator On Portion 36 Of T,Limpopo,Solar PV,10.0,Approved,2012-12-11,-24.1361,29.01306
"Proposed establishment of PV Cell on Farm Brickvale 161 IQ, Krugersdorp, Mogale City Local",Gauteng,Solar PV,19.9,In process,2019-12-19,-26.1505,27.83058
"The Proposed Construction Of The Lunsklip Wind Farm, Still Bay, Western Cape Province",Western Cape,Wind,20.0,Approved,2014-03-27,-34.30814,21.43341
"The Proposed Construction Of The Lunsklip Wind Farm, Still Bay, Western Cape Province",Western Cape,Wind,0.0,Approved,2014-10-17,-34.30814,21.43341
"The Proposed Prieska Solar Power Plant, Within The Siyathemba Municipality, Northern Cape ",Northern Cape,Solar PV,19.0,Approved,2013-03-28,-29.02382,22.02885
The proposed powerline linking Tsitsikama community wind energy facility to the proposed e,Eastern Cape,Wind,0.0,Refused,2013-08-14,-34.02557,24.54085
"Proposed small scale Hydroelectric Scheme on Mzimkhulu River, Ubuhlebezwe Local Municipali",Kwazulu Natal,Hydro,0.0,Approved,2014-08-15,-30.3352,30.02273
"Proposed small scale Hydroelectric Scheme on Mzimkhulu River, Ubuhlebezwe Local Municipali",Kwazulu Natal,Hydro,0.0,Approved,2017-08-30,-30.3352,30.02273
Proposed Construction of a 19MW Solar Energy Facility on the Remainder of the Farm Carolus,Northern Cape,Solar PV,20.0,Approved,2013-04-30,-31.14055,24.90648
Proposed Construction of a 19MW Solar Energy Facility on the Remainder of the Farm Carolus,Northern Cape,Solar PV,0.0,Approved,2016-01-27,-31.14055,24.90648
"Construction of Allemans Fontein Solar Energy Facility near Noupoort, Northern Cape Provin",Northern Cape,Solar PV,20.0,Approved,2013-08-15,-31.12161,24.82263
"Construction of Allemans Fontein Solar Energy Facility near Noupoort, Northern Cape Provin",Northern Cape,Solar PV,0.0,Approved,2016-08-24,-31.12161,24.82263
"Construction of Allemans Fontein Solar Energy Facility near Noupoort, Northern Cape Provin",Northern Cape,Solar PV,0.0,Approved,2018-08-31,-31.12161,24.82263
Proposed Construction Of The 14mw Gillmer Solar Energy Facility On Farm Noupoort No. 306 W,Northern Cape,Solar PV,14.0,Approved,2013-05-21,-31.17976,24.94349
Proposed Construction Of The 14mw Gillmer Solar Energy Facility On Farm Noupoort No. 306 W,Northern Cape,Solar PV,0.0,Approved,2013-07-18,-31.17976,24.94349
Proposed Construction Of The 14mw Gillmer Solar Energy Facility On Farm Noupoort No. 306 W,Northern Cape,Solar PV,0.0,Approved,2016-06-16,-31.17976,24.94349
"Proposed Machadodorp PV1 solar energy fascility, Mpumalanga Province",Mpumalanga,Solar PV,14.0,Approved,2013-05-22,-25.68924,30.21933
"Proposed Machadodorp PV1 solar energy fascility, Mpumalanga Province",Mpumalanga,Solar PV,0.0,Approved,2015-03-19,-25.68924,30.21933
"Proposed Machadodorp PV1 solar energy fascility, Mpumalanga Province",Mpumalanga,Solar PV,0.0,Approved,2016-05-16,-25.68924,30.21933
The construction of the 14MW Machadodorp PV1 solar energyfacility on portin 8 of tthe farm,Mpumalanga,Solar PV,0.0,Approved,2018-05-14,-25.68924,30.21933
The construction of the 14MW Machadodorp PV 1 solar energy facility on portion 8 0f the fa,Mpumalanga,Solar PV,14.0,Approved,2022-06-08,-25.68924,30.21933
Construction of the Tshwane Afro Solar Park Phase 2 within the Tshwane Local Municipality,Gauteng,Solar PV,40.0,Approved,2013-06-10,-25.55041,28.22603
Proposed 19.5MW PV solar power generation plant covering a rooftop area of about 10 hectar,Limpopo,Solar PV,19.5,Lapsed,2015-09-07,-22.23909,29.98427
"The Proposed Garob Wind Farm To Kronos Substation, 132kv Power Line, Near Copperton, Withi",Northern Cape,Solar PV,132.0,Approved,2013-08-05,-29.92503,22.41173
"Proposed Steynrus solar facility PV1 near Kroonstad, Moqhaka Local Municipality, Free Stat",Free State,Solar PV,5.0,Approved,2014-03-26,-27.91395,27.54092
"Proposed Steynrus solar facility PV1 near Kroonstad, Moqhaka Local Municipality, Free Stat",Free State,Solar PV,5.0,In process,2014-03-26,-27.91395,27.54092
"Proposed electrical power Co-Generation plant located on ERF 637, Port Elizabeth, Eastern ",Eastern Cape,Petroleum,19.3,Approved,2014-03-24,-33.86997,25.03962
Proposed PV Plant on portion 2 of the farm Zandriverspoort 851 LS within Molemole Local Mu,Limpopo,Solar PV,10.0,Approved,2019-12-19,-23.69255,29.60452
"Proposed solar panel facility on the remainder and/or Portion 3 of the Farm Zoetgat NO.84,",Northern Cape,Solar PV,10.0,Approved,2015-11-24,-29.56948,24.01724
"The proposed 19.8 MW on the farm Donovans Kop nO 2010 PTN 1 in Bethulie, Free State Provin",Free State,Solar PV,13.0,Approved,2016-06-30,-30.47409,26.05851
Proposed construction of a 19.8MW solar plant energy facility on Portion 1 of the Farm Don,Free State,Solar PV,0.0,Approved,2018-02-06,-30.47409,26.05851
"Proposed expansion of the Prieska solar power plant within Siyathemba Municipality, Priesk",Northern Cape,Solar PV,19.0,Approved,2013-03-28,-28.98486,22.08999
Proposed 1MW PV plant at Lonmin Western Platinum Limited within Madibeng Local Municipalit,North West,Solar PV,1.0,Approved,2014-03-26,-25.72911,27.54773
"Proposed 10MW solar energy plant on the Farm Liverpool 543 KQ Portion 2, within Thabazinmb",Limpopo,Solar PV,10.0,Approved,2015-09-25,-24.88801,27.50567
"Proposed  20MW solar PV on Farm 132/26 Melbokskuil within Nama Local Municipality, Norther",Northern Cape,Solar PV,20.0,In process,2019-12-19,-29.63487,17.95683
"Proposed 75MW IPMS Solar power plant in Prieska, Northern Cape Province",Northern Cape,Solar PV,75.0,Approved,2013-08-23,-29.67472,22.77773
"Proposed PPC Slurry solar energy facility within Mafikeng Local Municipality, North West P",North West,Solar PV,10.0,Approved,2014-08-12,-25.85518,25.82641
"Proposed PPC Slurry solar energy facility within Mafikeng Local Municipality, North West P",North West,Solar PV,0.0,Approved,2015-02-23,-25.85518,25.82641
The proposed 150MW Siyanda photovoltaic solar facility and associated infrastructure on th,Free State,Solar PV,150.0,Approved,2021-10-13,-26.98451,26.72681
The development of a commercial wind farm and associated infrastructure on a site located ,Eastern Cape,Wind,280.0,Approved,2021-01-25,-33.09015,25.78874
"The 240MW Kokerboom 3 WEF and associated infrastructure on farms RE/213, 1/214 and 2/214, ",Northern Cape,Wind,240.0,Approved,2018-02-12,-30.36953,19.52314
The proposed development of the 235MW Ithemba Wind Farm near Loeriesfontein in the Norther,Northern Cape,Wind,235.0,Approved,2018-05-04,-30.2729,19.34477
"235MW Graskoppies Wind Farm near Loeriesfontein, Hantam Local Municipality, Northern Cape ",Northern Cape,Wind,235.0,Approved,2018-03-15,-30.2729,19.34477
"!XHA Boom Wind Energy Farm near Loeriesfontein, Hantam Local Municipality in the Northern ",Northern Cape,Wind,235.0,Approved,2018-03-29,-30.29934,19.26895
"The 275MW Phezukomoya WEF, 132kV grid connection transmission line and associated infrastr",Northern Cape,Wind,275.0,Approved,2018-06-28,-31.25568,24.91909
"The 275MW Phezukomoya WEF, 132kV grid connection transmission line and associated infrastr",Northern Cape,Wind,0.0,Approved,2018-07-30,-31.25568,24.91909
The 217MW San Kraal wind energy facility and associated 132kv grid connection transmissio ,Northern Cape,Wind,0.0,Approved,2021-10-26,-31.21544,25.07201
The 217MW San Kraal wind energy facility and associated 132kv grid connection transmissio ,Northern Cape,Wind,0.0,Approved,2019-12-19,-31.22637,25.06296
The construction of the Honingklip PV Solar Energy Facility near Vredenburg,Western Cape,Solar PV,150.0,Approved,2018-09-04,-32.87398,18.03712
The 100MW Skeerhok 1 PV SEF on Portion 0 of the farm Smutshoek No. 395 north-east of Kenha,Northern Cape,Solar PV,100.0,Approved,2018-07-19,-29.02856,21.37762
"The 100MW Skeerhok 2 PV SEF north-east of Kenhardt within the Kheis Local Municipality, No",Northern Cape,Solar PV,100.0,Approved,2018-07-19,-29.02856,21.37762
"The 100MW Skeerhok 3 PV SEF north-east of Kenhardt within the Kheis Local Municipality, No",Northern Cape,Solar PV,100.0,Approved,2018-07-19,-29.02856,21.37762
"The 300MW Kap Vley WEF and its associated infrastructure near Kleinzee, Nama Khoi LM, Nort",Northern Cape,Wind,300.0,Approved,2018-10-25,-29.75819,17.52415
"The construction of the 90MW Solar PV Facility on the Farm Weltevreden 746-LS, Limpopo Pro",Limpopo,Solar PV,90.0,Approved,2018-09-10,-23.9549,29.47067
Construction of a photovoltaic solar power station associated infrastructure near Collett ,Eastern Cape,Solar PV,85.0,Approved,2018-06-26,-31.52541,25.16285
The Proposed 85 MW  Photovoltaic Solar Energy Facility on the Remainder of the Farm Brakke,Eastern Cape,Solar PV,0.0,Approved,2018-10-18,-31.52541,25.16285
"Proposed Hibernia solar Energy Facility, North West Province",North West,Solar PV,5.0,Approved,2019-12-19,-26.21047,26.03174
Proposed Kuruman phase 1 wind energy facility near Kuruman within Ga- Segonyana local muni,Northern Cape,Wind,258.0,Approved,2019-05-06,-27.53262,23.39467
Proposed contruction of 128 Kuruman phase 2 wind energy facility near Kuruman within Ga Se,Northern Cape,Wind and Solar PV,286.0,Approved,2019-04-15,-27.63363,23.41063
The 75MW Amda Bravo PV SEF North of Kenhardt within the Kai !Garib Local Municipality in t,Northern Cape,Solar PV,75.0,Approved,2018-12-19,-29.13147,21.34579
The 75MW Amda Charlie PV SEF North of Kenhardt within the Kai !Garib Local Municipality in,Northern Cape,Solar PV,75.0,Approved,2018-12-19,-29.13147,21.34579
The 75MW Amda Alpha PV SEF North of Kenhardt within the Kai !Garib Local Municipality in t,Northern Cape,Solar PV,75.0,Approved,2018-12-19,-29.13147,21.34579
Proposed Mogara solar and associated infrastructure within John Taolo Gaetsewe District Mu,Northern Cape,Solar PV,75.0,Approved,2019-07-30,-27.74376,23.08518
The development of up to 138MW Mogara solar and associated infrastructure within John Taol,Northern Cape,Solar PV,0.0,Approved,2021-02-25,-27.74376,23.08518
The development of up to 138MW Mogara solar and associated infrastructure within John Taol,Northern Cape,Solar PV,0.0,Approved,2021-08-31,-27.74376,23.08518
The development of up to 138MW Gaetsewe pv solar energy and associated infrastructure with,Northern Cape,Solar PV,0.0,Approved,2021-02-25,-27.74105,23.08169
Proposed construction of Hotazel solar and associated infrastructure within the Joe Morolo,Northern Cape,Solar PV,100.0,Approved,2019-05-30,-27.22413,22.97206
Proposed construction of the 100MW solar PV Paulputs PV1 North East of Pofadder in the Nor,Northern Cape,Solar PV,100.0,Approved,2019-06-13,-28.93187,19.52924
Proposed construction of the 100MW solar PV Paulputs PV2 North East of Pofadder in the Nor,Northern Cape,Solar PV,100.0,Approved,2019-06-13,-28.93236,19.53065
Proposed development of Lichtenburg 1 solar PV energy and associated infrastructure within,North West,Solar PV,100.0,Approved,2019-07-01,-26.15438,26.16913
The development of the 100MW Lichtenburg 1 PV SEF and itss associated infrastructure near ,North West,Solar PV,100.0,Approved,2022-06-21,-26.15438,26.16913
Proposed development of the Lichtenburg 2 solar energy facility and its associated infrast,North West,Solar PV,100.0,Approved,2019-07-02,-26.05582,26.11278
The development of the 100MW Lichtenburg 2 PV SEF and its associated infrastructure near L,North West,Solar PV,100.0,Approved,2022-06-21,-26.05582,26.11278
The development of the 100MW Lichtenburg 2 PV SEF and its associated infrastructure near L,North West,Solar PV,100.0,Approved,2022-06-21,-26.05582,26.11278
The development of the 100MW Lichtenburg 2 pv SEF and its associated infrastructure near L,North West,Wind,100.0,Approved,2022-07-11,-26.05582,26.11278
Proposed development of Lichtenburg 3 PV solar energy facility and associated infrastructu,North West,Solar PV,100.0,Approved,2019-07-03,-26.15507,26.16937
The development of the 100MW Lichtenburg 3 PV SEF and its associated infrastructure near L,North West,Solar PV,100.0,Approved,2022-06-21,-26.15507,26.16937
Proposed development of the 300MW solar photovoltaic electriicity generation facility on p,Northern Cape,Solar PV,300.0,Approved,2019-07-17,-29.47265,20.85017
Proposed development of the 400MW solar photovoltaic electriicity generation facility on p,Northern Cape,Solar PV,400.0,Approved,2019-07-15,-29.47196,20.83706
"Impofu North Wind Farm and Associated Infrastructure, Oyster Bay, Eastern Cape Province",Eastern Cape,Wind,198.0,Approved,2019-09-25,-34.03892,24.54844
The 182MW Impofu North wind farm and its associated infrastructure near Oyster Bay within ,Eastern Cape,Wind,0.0,Approved,2020-11-16,-34.03892,24.54829
"Impofu West Wind Farm and Associated Infrastructure, Oyster Bay, Eastern Cape Province",Eastern Cape,Wind,174.0,Approved,2019-09-23,-34.10777,24.53056
"Impofu East Wind Farm and Associated Infrastructure, Oyster Bay, Eastern Cape Province",Eastern Cape,Wind,198.0,Approved,2019-09-25,-34.13785,24.61397
The 189MW Impofu East wind farm and its associated infrastructure near Oyster Bay within t,Eastern Cape,Wind,0.0,Approved,2020-11-16,-34.13771,24.6136
Proposed construction of Allepas one. 100MW photovoltaic solar energy generation facility ,Northern Cape,Solar PV,100.0,Approved,2019-06-27,-28.38161,21.12969
Proposed construction of Allepas two. 100MW photovoltaic solar energy generation facility ,Northern Cape,Solar PV,100.0,Approved,2019-06-27,-28.38161,21.12969
Proposed construction of Allepas three. 100MW photovoltaic solar energy generation facilit,Northern Cape,Solar PV,100.0,Approved,2019-07-01,-28.43767,21.17436
Proposed construction of Allepad four. 100MW photovoltaic solar energy generation facility,Northern Cape,Solar PV,100.0,Approved,2019-07-01,-28.43767,21.17436
"Proposed development of the PV Hyperion solar development 1 near Kathu, Northern Cape Prov",Northern Cape,Solar PV,75.0,Approved,2019-08-30,-27.61752,23.0925
"Proposed development of the PV Hyperion solar development 2 near Kathu, Northern Cape Prov",Northern Cape,Solar PV,75.0,Approved,2019-08-30,-27.55101,23.08551
"Proposed development of the PV Hyperion solar development 3 near Kathu, Northern Cape Prov",Northern Cape,Solar PV,75.0,Approved,2019-09-09,-27.58114,23.0921
"Proposed development of the PV Hyperion solar development 4 near Kathu, Northern Cape Prov",Northern Cape,Solar PV,75.0,Approved,2019-08-30,-27.55101,23.08551
"Proposed 300 MW Paulputs Wind Energy Facility (WEF) and Associated 132 kV Grid Connection,",Northern Cape,Wind,300.0,Approved,2019-12-11,-28.9412,19.67334
Proposed development of 100MW solar PV facility on the farm Bry Paal in the Northern Cape ,Northern Cape,Solar PV,100.0,Approved,2019-09-25,-29.18203,20.34622
The proposed development of 301MW Oya energy facility and associated infrastructure near M,Western Cape,Solar PV,301.0,Approved,2021-04-29,-32.90672,20.18139
"The 301MW Oya energy facility and associated infrastructure near Matjiesfontein, Western C",Western Cape,Wind,0.0,Approved,2021-02-08,-32.90672,20.18139
"The proposed construction of a Gas to Power Facility, Saldanha, Western Cape",Western Cape,Petroleum,315.0,Approved,2019-12-19,-32.99455,18.00628
