# GridTwin ZA - DFFE environmental authorisations for renewable projects
# CC BY 4.0 - attribution required. gridtwinza.org
# source fingerprint: gtza-7f4d8068c08bbb07
# NOTE: PERMITS, NOT COMMISSIONING. An authorisation is not a built plant and not a
# grid connection. Permitted capacity exceeds built capacity by roughly ten times.
# Use for LOCATION and intent; use operational_renewable_capacity.csv for what exists.
name,province,technology,mw,status,decided,lat,lng
"Kotulo Tsatsi Energy PV1, Northern Cape Province",Northern Cape,Solar PV,200.0,Approved,2021-07-27,-29.82309,20.61453
The proposed construction and operation of Teshe 100MW Rondavel photovoltaic solar energy ,Free State,Solar PV,100.0,Approved,2021-10-04,-27.69785,27.16827
The 320MW emergency risk mitigation power plant (RMPP) and associated infrastructure on si,Kwazulu Natal,Solar PV,320.0,Approved,2021-07-27,-28.76937,31.9883
The development of the 280MW nuweveld East wind energy facility North of the town of Beauf,Western Cape,Wind,280.0,Approved,2021-12-08,-31.8363,22.40073
"The proposed Nuweveld East Wind Farm, Beaufort West Municipality, Western Cape Province",Western Cape,Wind,280.0,Approved,2022-02-16,-31.8363,22.40073
"The Halfgewonnen solar photovoltaic (PV) facilities on portions 7,8,9 and 16 of the farm H",Mpumalanga,Solar PV,80.0,Refused,2022-02-18,-26.20856,29.53039
"The development of Coega zone 13 , 200MW phase 1 gas to power plant on erf 329 in the Coeg",Eastern Cape,Petroleum,200.0,Approved,2021-08-23,-33.7256,25.68261
"The proposed development of the 279MW Kwagga wind energy facility 1 (Kwagga WEF 1 ), near ",Western Cape,Wind,279.0,Approved,2022-04-07,-32.94033,22.67936
"The proposed development of the 204,6 MW Kwagga wind energy facility 3 (Kwagga WEF 3 ) nea",Western Cape,Wind,205.0,Approved,2022-04-07,-32.98468,22.82981
"The 150MW Scafell Solar PV Facility, Free State Province",Free State,Solar PV,150.0,Refused,2022-03-10,-26.77787,27.64259
"The 150MW Vlakfontein solar PV facility, Free State Province",Free State,Solar PV,150.0,Refused,2022-03-10,-26.80717,27.65127
"The development of the Ilikwa SEF and its associated infrastructure, Free State Province",Free State,Wind,75.0,Approved,2022-03-14,-26.81506,27.63127
"The proposed development of the Ilikwa and Damlaagte solar facilities, Free State Province",Free State,Solar PV,150.0,Approved,2022-03-14,-26.77904,27.63512
"The proposed Boitumelo solar power plant near Lichtenburg, North West Province",North West,Solar PV,150.0,Approved,2022-04-12,-26.01872,26.10368
"The development of the proposed solar 75MWP Plant, Spanover 549 portion 3 (remaining exten",North West,Solar PV,75.0,Refused,2021-10-28,-26.12809,25.24607
"The proposed Free State strategic solar project, Kopanong Local Municipality, Xhariep Dist",Free State,Solar PV,600.0,Refused,2022-04-04,-30.51063,25.98911
"The proposed renewable energy generation project on the farm Blomskraal 216, Ventersburg R",Free State,Solar PV,100.0,Approved,2022-05-19,-28.21358,27.02187
"The proposed renewable energy generation project on the farm Blomskraal 216, Ventersburg R",Free State,Solar PV,20.0,Approved,2022-05-20,-28.21358,27.02187
The proposed development of the Virginia 3 (PV) renewable energy generation project and as,Free State,Solar PV,100.0,Approved,2022-05-23,-28.21358,27.02187
"The development of the 75MW Setaria PV facility and associated infrastructure, near Lichte",North West,Solar PV,75.0,Approved,2022-07-20,-26.11742,26.10019
"The Proposed development of the 75MW barleria PV facility and associated infrastructure, n",North West,Solar PV,75.0,Approved,2022-07-20,-26.12096,26.1005
"The proposed 75MW Dicoma PV facility and associated infrastructure, near Lichtenburg, with",North West,Solar PV,75.0,Approved,2022-07-20,-26.11742,26.10019
"The proposed development of the 75MW Dobbin photovoltaic (PV) solar facility, located on p",Eastern Cape,Solar PV,75.0,Approved,2022-09-19,-31.93914,25.47707
"The establishment of a 3000MW gas plant and its associated infrastructure in Mossel Bay, W",Western Cape,Biomass_Biofuels,300.0,Approved,2022-09-12,-34.15484,21.9607
"Nku solar PV facility, Northern Cape Province",Northern Cape,Solar PV,100.0,Approved,2022-09-26,-31.50834,23.61685
"Moriri solar PV facility, Northern Cape Province",Northern Cape,Solar PV,100.0,Approved,2022-09-27,-31.51253,23.61539
"The establishment of the Moriri and Kwana solar PV facilities, Northern Cape Province",Northern Cape,Solar PV,100.0,Approved,2022-09-07,-31.51253,23.61539
The proposed development of the Koup 1 wind energy facility (WEF) and associated infrastru,Western Cape,Wind,184.0,Approved,2022-09-12,-32.86463,22.49876
"The Koup 2 WEF and its associated infrastructure near Beaufort West, Western Cape Province",Western Cape,Wind,211.0,Approved,2022-09-22,-32.84533,22.40075
"The proposed Additional development area for the authorised Engie Graspan PV Facility, in ",Northern Cape,Solar PV,20.0,Approved,2022-10-27,-29.21513,24.23944
"The proposed Additional development area for the authorised Engie Sannaspos PV Facility, i",Free State,Solar PV,20.0,Approved,2022-11-10,-29.19318,26.59571
"The proposed Hendrina Renewable Energy Complex: North Wind Energy Facility (WEF), Mpumalan",Mpumalanga,Wind,200.0,Approved,2022-12-07,-26.17703,29.56817
"The proposed Hendrina Renewable Energy Complex: South Wind Energy Facility (WEF), Mpumalan",Mpumalanga,Wind,200.0,Approved,2022-12-05,-26.21428,29.56317
"The proposed Camden up to 400kV Grid Connection, Common Collector Substation and associate",Mpumalanga,Wind,200.0,Approved,2019-12-19,-26.6319,30.07013
"The proposed Camden II Wind Energy Facility (WEF) and associated infrastructure, near Erme",Mpumalanga,Wind,200.0,Approved,2023-03-09,-26.70497,30.12535
"The proposed Camden I Solar Energy Facility (SEF) and associated infrastructure, near Erme",Mpumalanga,Wind,200.0,Approved,2023-03-09,-26.66942,30.0718
"The proposed Camden I Wind Energy Facility (WEF) and associated infrastructure, near Ermel",Mpumalanga,Wind,200.0,Approved,2023-03-10,-26.64251,30.0548
"The proposed Euphorbia PV, Ditsobotla Local Municipality in the North West",North West,Solar PV,100.0,Approved,2022-12-12,-26.06711,26.0831
"The proposed Hilardia PV, Ditsobotla Local Municipality in the North West",North West,Solar PV,100.0,Approved,2022-12-12,-26.06711,26.0831
"The proposed Verbena PV, Ditsobotla Local Municipality in the North West",North West,Solar PV,100.0,Approved,2022-12-12,-26.06711,26.0831
"The proposed San Solar PV facility and associated Infrastructure, near Kathu, Northern Cap",Northern Cape,Solar PV,100.0,Approved,2022-12-06,-27.58282,22.94338
"The proposed Hoogland 2 Wind Farm and Associated Infrastructure, between Loxton and Beaufo",Western Cape,Wind,0.0,Approved,2023-02-06,-31.72871,22.37574
"The proposed Hoogland 1 Wind Farm and Associated Infrastructure, between Loxton and Beaufo",Western Cape,Wind,0.0,Approved,2023-02-06,-31.67011,22.34926
"The proposed Aristida PV on the farm Elandsfontein No 34 portion 7, North West province",North West,Solar PV,20.0,Approved,2023-01-16,-26.12689,26.10088
"The proposed Aristida PV on the farm Elandsfontein No 34 portion 7, North West province",North West,Solar PV,100.0,Approved,2023-01-16,-26.12689,26.10088
The proposed development of the Pofadder Wind Energy Facility (WEF) 1 and associated infra,Northern Cape,Wind,0.0,Approved,2023-01-16,-29.2982,19.74298
The proposed development of the Pofadder Wind Energy Facility (WEF) 2 and associated infra,Northern Cape,Wind,0.0,Approved,2023-01-09,-29.2982,19.74298
The proposed development of the Pofadder Wind Energy Facility (WEF) 3 and associated infra,Northern Cape,Wind,0.0,Approved,2023-01-09,-29.2982,19.74298
The development of up to 120MW fountain solar PV1 facility and associated infrastructure l,Northern Cape,Solar PV,120.0,Approved,2023-02-24,-30.69898,24.16965
"Riet Fountain solar PV1 facility , Northern Cape",Northern Cape,Solar PV,150.0,Approved,2023-02-24,-30.73532,24.17531
"The proposed Wagt solar Pv1 facility, Northern Cape",Northern Cape,Solar PV,0.0,Approved,2023-02-24,-30.66905,24.16225
The proposed renewable energy generation project on portion 17 of thre farm Turfontein 14 ,Limpopo,Solar PV,50.0,Approved,2023-04-13,-24.08918,29.26323
Renewable energy generation project (solar park) on portion 173 of the farm Wildebeestlaag,Limpopo,Solar PV,100.0,Approved,2023-03-13,-24.96354,27.23564
"The proposed Ummbila Emoyeni wind energy facility, Mpumalanga Province",Mpumalanga,Wind,66.0,Approved,2023-01-26,-26.58875,29.57839
"The proposed Ummbila Emoyeni solar energy facility, Mpumalanga Province",Mpumalanga,Wind,150.0,Approved,2023-03-30,-26.58875,29.57839
"The proposed Ummbila Emoyeni electrical grid infrastructure, Mpumalanga Province",Mpumalanga,Wind,150.0,Approved,2019-12-19,-26.58886,29.57839
"The proposed Oryx Solar Power Plant near Welkom/Virginia, Free State Province",Free State,Solar PV,150.0,Approved,2023-04-03,-28.18454,26.75279
Proposed Botterblom Wind Energy Facility and Associated Infrastructure North of Loeriesfon,Northern Cape,Wind,240.0,Approved,2023-04-13,-30.4839,19.55275
The development of a 400 MW Solar Photovoltaic (PV) facility (Phase 3) on the Remainder of,Northern Cape,Solar PV,400.0,Approved,2023-04-24,-30.84162,24.35483
The proposed photovoltaic solar park on portion 25 of the farm Houthaalboomen 31 IP and po,North West,Solar PV,165.0,Approved,2023-03-31,-26.06107,26.17432
"The proposed development of Biochemical refinery plant, a 130MW PV solar plant and associa",North West,Solar PV,130.0,Approved,2022-10-13,-26.34075,26.71704
"Proposed Boesmanland solar farm portion 6 (A portion of portion 2) Farm 62 Zuurwater, Agge",Northern Cape,Solar PV,75.0,Approved,2013-07-16,-29.259,18.73704
"Proposed Boesmanland solar farm portion 6 (A portion of portion 2) Farm 62 Zuurwater, Agge",Northern Cape,Solar PV,0.0,Approved,2016-02-22,-29.23561,18.69838
Proposed construction of 100MW solar plant on a farm Malamulele 234 LT at Mavhambe Village,Limpopo,Solar PV,100.0,In process,2019-12-19,-23.00898,30.6936
"Solar energy facility on morgenzon farm- phase 2(75mw), Northern Cape Province",Northern Cape,Solar PV,75.0,In process,2019-12-19,-28.43331,24.79987
The construction of Hertogville PV 2 solar facility ans associated infrastructure phase 1 ,Free State,Solar PV,75.0,In process,2012-09-28,-28.22402,25.58469
Contruction of Hetrzogville PV2  solar near Hertzogville in Free State Province,Free State,Solar PV,0.0,Refused,2015-06-24,-28.22402,25.58469
Contruction of Hetrzogville PV2  solar near Hertzogville in Free State Province,Free State,Solar PV,0.0,Approved,2015-08-17,-28.22402,25.58469
The Construction Of Hertzogville photovoltaic 2 solar facility and associated infrastructu,Free State,Solar PV,0.0,Approved,2017-08-07,-28.22402,25.58469
"Solar Energy Facility on Hartebeestpan Farm, Christiana PV 2(75mw) , North-West Province",North West,Solar PV,150.0,Withdrawn,2019-12-19,-27.95976,25.03287
Proposed Establishment Of A Wind Energy Facility (Wef) And Its Associated Infrastructure O,Western Cape,Wind,140.0,Approved,2013-08-15,-34.20917,19.27684
Proposed Establishment Of A Wind Energy Facility (Wef) And Its Associated Infrastructure O,Western Cape,Wind,0.0,Approved,2015-09-02,-34.20917,19.27684
Proposed Construction And Operation Of A Solar Photovoltaic Power Plant North Of Barkly We,Northern Cape,Solar PV,75.0,Approved,2013-05-17,-28.43407,24.37341
Proposed renewable energy generation project on a portion of portion 10 of the farm Lichte,North West,Solar PV,70.0,Approved,2013-03-12,-26.06107,26.17432
"Proposed Mafikeng Solar Park in the Mafikeng Local Municipality, Ngaka Modiri Molema distr",North West,Solar PV,7.0,Approved,2013-03-27,-25.83892,25.67903
"The Proposed San Solar Energy Facility And Associated Infrastructure On A Site Near Kathu,",Northern Cape,Solar PV,75.0,Approved,2013-06-28,-27.60029,22.9112
"The Proposed San Solar Energy Facility And Associated Infrastructure On A Site Near Kathu,",Northern Cape,Solar PV,0.0,Approved,2016-05-16,-27.58282,22.94338
Proposed 90MW Graspan photovotaic power facility,Northern Cape,Solar PV,90.0,Approved,2013-04-30,-29.34825,24.41637
The construction of the 9 MW Graspan photovoltaic (PV) Plant phase 1 on the remaining exte,Northern Cape,Solar PV,0.0,Approved,2021-02-11,-29.34825,24.41637
"Proposed Castle wind energy facility project, located near De Aar, Northern Cape Province",Northern Cape,Wind,140.0,Approved,2015-05-08,-30.60029,24.31491
Proposed Garob Wind Energy fascility project near Copperton in the Northern Cape Province,Northern Cape,Wind,140.0,Approved,2013-06-18,-29.92503,22.41173
Proposed Garob Wind Energy fascility project near Copperton in the Northern Cape Province,Northern Cape,Wind,0.0,Approved,2015-06-05,-29.92503,22.41173
Proposed Garob Wind Energy Facility near Copperton within Siyathemba Local Municipality,Northern Cape,Wind,0.0,Approved,2016-02-19,-29.92577,22.41191
Proposed Garob Wind Energy Facility near Copperton within Siyathemba Local Municipality,Northern Cape,Wind,0.0,Approved,2018-04-09,-29.92503,22.41173
"Proposed Backwood solar energy facility on a site near Boshof, Free State Province",Free State,Solar PV,75.0,Approved,2015-04-17,-28.89207,24.94812
"The Proposed Establishment Of A Group Mounted Photovoltaic Solar Farm Outside Hopetown, No",Northern Cape,Solar PV,300.0,Approved,2013-06-18,-29.53247,24.0302
The Karoshoek Concentrating Photovoltaics Or Parabolic Dish (Cpvpd) 1-4 Facilities East Of,Northern Cape,Solar PV,25.0,Approved,2012-11-07,-28.43617,21.44374
The Karoshoek Concentrating Photovoltaics Or Parabolic Dish (Cpvpd) 1-4 Facilities East Of,Northern Cape,Solar PV,0.0,Approved,2015-11-11,-28.43617,21.44374
The Karoshoek Concentrating Photovoltaics Or Parabolic Dish (Cpvpd) 1-4 Facilities East Of,Northern Cape,Solar PV,0.0,Approved,2018-05-11,-28.43617,21.44374
The Karoshoek Concentrating Photovoltaics Or Parabolic Dish (Cpvpd) 1-4 Facilities East Of,Northern Cape,Solar PV,25.0,Approved,2012-11-07,-28.43617,21.44374
The Karoshoek Concentrating Photovoltaics Or Parabolic Dish (Cpvpd) 1-4 Facilities East Of,Northern Cape,Solar PV,0.0,Approved,2015-11-11,-28.43617,21.44374
The Karoshoek Concentrating Photovoltaics Or Parabolic Dish (Cpvpd) 1-4 Facilities East Of,Northern Cape,Solar PV,0.0,Approved,2018-05-14,-28.43617,21.44374
The Karoshoek Concentrating Photovoltaics Or Parabolic Dish (Cpvpd) 1-4 Facilities East Of,Northern Cape,Solar PV,25.0,Approved,2019-12-19,-28.43617,21.44374
The Karoshoek Concentrating Photovoltaics Or Parabolic Dish (Cpvpd) 1-4 Facilities East Of,Northern Cape,Solar PV,0.0,Approved,2015-11-11,-28.43617,21.44374
The Karoshoek Concentrating Photovoltaics Or Parabolic Dish (Cpvpd) 1-4 Facilities East Of,Northern Cape,Solar PV,0.0,Approved,2018-04-11,-28.43617,21.44374
The Karoshoek Concentrating Photovoltaics Or Parabolic Dish (Cpvpd) 1-4 Facilities East Of,Northern Cape,Solar PV,25.0,Approved,2012-11-07,-28.43617,21.44374
The Karoshoek Concentrating Photovoltaics Or Parabolic Dish (Cpvpd) 1-4 Facilities East Of,Northern Cape,Solar PV,0.0,Approved,2015-11-11,-28.43617,21.44374
The Karoshoek Concentrating Photovoltaics Or Parabolic Dish (Cpvpd) 1-4 Facilities East Of,Northern Cape,Solar PV,0.0,Approved,2018-04-11,-28.43617,21.44374
The proposed establishmnet of the Karoshoek Lineat Fresnel 1 (LF 1) fascilitylocated on si,Northern Cape,Solar - CSP,100.0,Approved,2012-11-07,-28.40072,21.47494
The Karoshoek Concentrating Photovoltaics Or Parabolic Dish (Cpvpd) 1-4 Facilities East Of,Northern Cape,Solar - CSP,0.0,Approved,2015-11-11,-28.39239,21.47141
The Karoshoek Concentrating Photovoltaics Or Parabolic Dish (Cpvpd) 1-4 Facilities East Of,Northern Cape,Solar - CSP,0.0,Approved,2018-04-10,-28.39239,21.47141
Establishment of a 100MW CSP Facility using Parabolic Trough technology on Lot 944 Karos S,Northern Cape,Solar - CSP,100.0,Approved,2013-03-20,-28.51104,21.57865
Establishment of a 100MW CSP Facility using Parabolic Trough technology on Lot 944 Karos S,Northern Cape,Solar - CSP,0.0,Approved,2015-08-02,-28.51104,21.57865
Establishment of a 100MW CSP Facility using Parabolic Trough technology on Lot 944 Karos S,Northern Cape,Solar - CSP,0.0,Approved,2018-04-11,-28.51104,21.57865
The Establishment Of The Karoshoek Concentrating Solar Power (Csp) Facilities 30km East Of,Northern Cape,Solar - CSP,100.0,Approved,2012-11-07,-28.43055,21.44153
The Establishment Of The Karoshoek Concentrating Solar Power (Csp) Facilities 30km East Of,Northern Cape,Solar - CSP,0.0,Approved,2015-11-11,-28.43055,21.44153
The Establishment Of The Karoshoek Concentrating Solar Power (Csp) Facilities 30km East Of,Northern Cape,Solar - CSP,0.0,Approved,2018-04-20,-28.43055,21.44153
The Establishment Of The Karoshoek Concentrating Solar Power (Csp) Facilities 30km East Of,Northern Cape,Solar - CSP,100.0,Approved,2012-11-07,-28.43617,21.44374
The Establishment Of The Karoshoek Concentrating Solar Power (Csp) Facilities 30km East Of,Northern Cape,Solar - CSP,0.0,Approved,2015-11-11,-28.43055,21.44153
The Establishment Of The Karoshoek Concentrating Solar Power (Csp) Facilities 30km East Of,Northern Cape,Solar - CSP,0.0,Approved,2018-04-09,-28.43055,21.44153
The Establishment Of The Karoshoek Concentrating Solar Power (Csp) Facilities 30km East Of,Northern Cape,Solar - CSP,50.0,Approved,2012-11-07,-28.43617,21.44374
The Establishment Of The Karoshoek Concentrating Solar Power (Csp) Facilities 30km East Of,Northern Cape,Solar - CSP,0.0,Approved,2015-11-11,-28.43617,21.44374
The Establishment Of The Karoshoek Concentrating Solar Power (Csp) Facilities 30km East Of,Northern Cape,Solar - CSP,0.0,Approved,2018-04-10,-28.43617,21.44374
